L01 Customer Name (Key)	L01 Branch Key	L01 Document no. Key	Balance
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	0802944913	617.25
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	0802963728	677.39
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	0802973480	688.22
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	0802979081	686.86
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	0802994704	1080.8
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	0803000575	2341.92
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	0803020119	2354.88
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	0803024044	2399.34
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	0803041538	2363.65
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	0803043815	419.26
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	0803066451	293.31
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	0803075475	461.96
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	0803082004	409.18
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	0803097243	409.18
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	0803104797	354.63
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	0803114881	231.63
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	0803118356	271.78
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	0803134815	33.65
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	0803150234	19.27
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	0803164483	18.98
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	0803168497	18.95
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	3061331649	133200
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	3062187614	88800
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	3062431616	14508
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	3062437100	133200
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	3062854309	45
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	3064274793	5593
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	3064279906	7990
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	3065408368	7990
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	3065561519	1700
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	3065959879	7254
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	3065965961	225
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	3065968780	133200
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	3066535188	14508
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	3067488040	133200
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	3068175218	17722.9
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	3068175219	88800
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	3068175264	53168.7
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	3068175265	133200
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	3068175600	133200
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	3068188216	133200
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	3068725848	4920
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	3068879970	700
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	3069018695	29016
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	3069018738	1008
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	3069285311	779.44
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	3069435978	17722.9
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	3069435979	133200
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	3069575900	22610.25
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	3069860027	1612
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	3069863849	133200
THE GUTHRIE CANCER CTR CLINIC LTD	100262950	3070340381	88800
THE GUTHRIE CANCER CTR CLINIC LTD	100017558	0677588187	-1175.86
THE GUTHRIE CANCER CTR CLINIC LTD	100017558	0677743132	-219.15
THE GUTHRIE CANCER CTR CLINIC LTD	100220541	0803169661	130.1
THE GUTHRIE CANCER CTR CLINIC LTD	100220541	3060634733	65952.75
THE GUTHRIE CANCER CTR CLINIC LTD	100220541	3067449989	10332.52
THE GUTHRIE CANCER CTR CLINIC LTD	100220541	3068183076	79178.3
THE GUTHRIE CANCER CTR CLINIC LTD	100220541	3068452008	2997.84
ROBERT PACKER HOSPITAL PHARMACY	100255880	0802852313	20.52
ROBERT PACKER HOSPITAL PHARMACY	100255880	0802856734	71.8
ROBERT PACKER HOSPITAL PHARMACY	100255880	0802867781	71.8
ROBERT PACKER HOSPITAL PHARMACY	100255880	0802883983	71.8
ROBERT PACKER HOSPITAL PHARMACY	100255880	0802910424	71.8
ROBERT PACKER HOSPITAL PHARMACY	100255880	0802918270	71.8
ROBERT PACKER HOSPITAL PHARMACY	100255880	0802934057	71.8
ROBERT PACKER HOSPITAL PHARMACY	100255880	0802944390	71.8
ROBERT PACKER HOSPITAL PHARMACY	100255880	0802963240	235.92
ROBERT PACKER HOSPITAL PHARMACY	100255880	0802971991	215.41
ROBERT PACKER HOSPITAL PHARMACY	100255880	0802978582	276.96
ROBERT PACKER HOSPITAL PHARMACY	100255880	0802991220	502.63
ROBERT PACKER HOSPITAL PHARMACY	100255880	0803000128	748.81
ROBERT PACKER HOSPITAL PHARMACY	100255880	0803019727	718.04
ROBERT PACKER HOSPITAL PHARMACY	100255880	0803023623	718.04
ROBERT PACKER HOSPITAL PHARMACY	100255880	0803037103	718.04
ROBERT PACKER HOSPITAL PHARMACY	100255880	0803043353	718.04
ROBERT PACKER HOSPITAL PHARMACY	100255880	0803061048	718.04
ROBERT PACKER HOSPITAL PHARMACY	100255880	0803062109	718.04
ROBERT PACKER HOSPITAL PHARMACY	100255880	0803081650	718.04
ROBERT PACKER HOSPITAL PHARMACY	100255880	0803094909	718.04
ROBERT PACKER HOSPITAL PHARMACY	100255880	0803100168	718.04
ROBERT PACKER HOSPITAL PHARMACY	100255880	0803104462	718.04
ROBERT PACKER HOSPITAL PHARMACY	100255880	0803114002	718.04
ROBERT PACKER HOSPITAL PHARMACY	100255880	0803134448	348.77
ROBERT PACKER HOSPITAL PHARMACY	100255880	0803149872	71.8
ROBERT PACKER HOSPITAL PHARMACY	100255880	0803152061	71.8
ROBERT PACKER HOSPITAL PHARMACY	100255880	0803164167	71.8
ROBERT PACKER HOSPITAL PHARMACY	100255880	1600043140	20800
ROBERT PACKER HOSPITAL PHARMACY	100255880	3069597355	792
ROBERT PACKER HOSPITAL PHARMACY	100255880	3069852409	147.25
CORNING HOSPITAL	100235333	0803014961	5.62
CORNING HOSPITAL	100235333	0803084912	5.3
CORNING HOSPITAL	100235333	0988234701	219.15
CORNING HOSPITAL	100228973	0677640086	-3538.33
CORNING HOSPITAL	100228973	0802859725	292.34
CORNING HOSPITAL	100228973	0802872292	251.31
CORNING HOSPITAL	100228973	0802886339	210.28
CORNING HOSPITAL	100228973	0802911724	189.76
CORNING HOSPITAL	100228973	0802919417	210.27
CORNING HOSPITAL	100228973	0802935266	203.29
CORNING HOSPITAL	100228973	0802942912	259.61
CORNING HOSPITAL	100228973	0802964483	290.38
CORNING HOSPITAL	100228973	1600095628	20800
CORNING HOSPITAL	100228973	3051277044	31200
CORNING HOSPITAL	100228973	3053389412	31200
CORNING HOSPITAL	100228973	3056721291	4696.6
CORNING HOSPITAL	100228973	0802972691	274.99
CORNING HOSPITAL	100228973	0802979714	316.02
CORNING HOSPITAL	100228973	0802995484	346.79
CORNING HOSPITAL	100228973	0803001609	346.79
CORNING HOSPITAL	100228973	0803020393	346.79
CORNING HOSPITAL	100228973	0803024700	346.79
CORNING HOSPITAL	100228973	0803040357	346.79
CORNING HOSPITAL	100228973	0803044506	346.79
CORNING HOSPITAL	100228973	0803067397	274.99
CORNING HOSPITAL	100228973	0803076442	274.99
CORNING HOSPITAL	100228973	0803083043	274.99
CORNING HOSPITAL	100228973	0803098458	274.99
CORNING HOSPITAL	100228973	0803104227	284.25
CORNING HOSPITAL	100228973	0803115545	291.2
CORNING HOSPITAL	100228973	0803119469	291.2
CORNING HOSPITAL	100228973	0803134201	291.2
CORNING HOSPITAL	100228973	0803142195	291.2
CORNING HOSPITAL	100228973	0803165788	291.2
CORNING HOSPITAL	100228973	0803169821	291.2
CAPITAL HEALTH SYSTEM INC	100231900	0678057655	-7514.56
CAPITAL HEALTH SYSTEM INC	100238750	3067859189	137910.95
BOSTON OBGYN LLC	100189617	0803130348	5.92
BOSTON OBGYN LLC	100189617	0803152373	5.18
BOSTON OBGYN LLC	100189617	3059736076	500
BOSTON OBGYN LLC	100189617	3068307295	500
BOSTON OB/GYN	100219858	0603853072	-6
BOSTON OB/GYN	100219858	0802918095	43.97
BOSTON OB/GYN	100219858	0802934589	43.97
BOSTON OB/GYN	100219858	0802942584	25.12
BOSTON OB/GYN	100219858	0802993132	89.31
BOSTON OB/GYN	100219858	0803001255	156.3
BOSTON OB/GYN	100219858	0803019092	156.3
BOSTON OB/GYN	100219858	0803024402	156.3
BOSTON OB/GYN	100219858	0803039192	156.3
BOSTON OB/GYN	100219858	0803040075	156.3
BOSTON OB/GYN	100219858	3065960501	38975.99
BOSTON OB/GYN	100219858	3069880530	34435.52
GLOBAL DIALYSIS PLUS INC	100258435	0803095012	13.37
GLOBAL DIALYSIS PLUS INC	100258435	0803104560	46.79
GLOBAL DIALYSIS PLUS INC	100258435	0803114107	46.79
GLOBAL DIALYSIS PLUS INC	100258435	0803114382	46.79
GLOBAL DIALYSIS PLUS INC	100258435	0803134548	55.24
GLOBAL DIALYSIS PLUS INC	100258435	0803149978	44.11
GLOBAL DIALYSIS PLUS INC	100258435	3068005109	5967.87
GLOBAL DIALYSIS PLUS INC	100258435	3068006280	216
GLOBAL DIALYSIS PLUS INC	100258435	3068449979	143.76
GLOBAL DIALYSIS PLUS INC	100258435	3069422107	798.77
RUTGERS  THE STATE UNIV OF NJ	100189808	0803062322	24.85
RUTGERS  THE STATE UNIV OF NJ	100189808	0803069861	24.85
RUTGERS  THE STATE UNIV OF NJ	100189808	0803071383	24.85
RUTGERS  THE STATE UNIV OF NJ	100189808	0803086468	24.85
RUTGERS  THE STATE UNIV OF NJ	100189808	0803086720	12.42
RUTGERS  THE STATE UNIV OF NJ	100189808	0803110604	12.42
RUTGERS  THE STATE UNIV OF NJ	100189808	0803112010	12.42
RUTGERS  THE STATE UNIV OF NJ	100189808	0803130362	12.42
RUTGERS  THE STATE UNIV OF NJ	100189808	0803147335	12.42
RUTGERS  THE STATE UNIV OF NJ	100189808	0803152385	12.42
RUTGERS  THE STATE UNIV OF NJ	100189808	0803163250	12.42
RUTGERS  THE STATE UNIV OF NJ	100189808	1600409058	57.52
RUTGERS  THE STATE UNIV OF NJ	100189808	1600409059	57.52
RUTGERS  THE STATE UNIV OF NJ	100189808	1600409060	57.52
RUTGERS  THE STATE UNIV OF NJ	100189808	1600409061	59.42
RUTGERS  THE STATE UNIV OF NJ	100189808	1600409062	-2.78
RUTGERS  THE STATE UNIV OF NJ	100189808	3051537387	3600
PIH HEALTH PHYSICIANS	100238770	0803062700	664.18
PIH HEALTH PHYSICIANS	100238770	0803098935	686.9
PIH HEALTH PHYSICIANS	100238770	0803148917	1725.63
PIH HEALTH PHYSICIANS	100238770	3057276315	36258.26
PIH HEALTH PHYSICIANS	100238770	3058258107	5708.73
PIH HEALTH PHYSICIANS	100238770	3067232422	62.03
PIH HEALTH PHYSICIANS	100238770	3067297510	34905.7
PIH HEALTH PHYSICIANS	100238770	3068011613	21800.12
PIH HEALTH PHYSICIANS	100238770	3068730815	38498.05
PIH HEALTH PHYSICIANS	100238770	3069436442	18905.29
PIH HEALTH PHYSICIANS	100289008	0803062846	278.34
PIH HEALTH PHYSICIANS	100289008	0803099127	231.09
PIH HEALTH PHYSICIANS	100289008	0803160280	164.81
PIH HEALTH PHYSICIANS	100289008	3067216757	1633.2
PIH HEALTH PHYSICIANS	100289008	3067467715	13707.73
PIH HEALTH PHYSICIANS	100289008	3068014189	2288.02
PIH HEALTH PHYSICIANS	100289008	3068734677	38394.12
PIH HEALTH PHYSICIANS	100289008	3069584512	3194.09
WOMENS HEALTH BROOKSHIRE	100212441	0803063554	26.52
WOMENS HEALTH BROOKSHIRE	100212441	0803141469	18.53
WOMENS HEALTH BROOKSHIRE	100212441	0803156094	32.43
WOMENS HEALTH BROOKSHIRE	100212441	0803166074	32.43
WOMENS HEALTH BROOKSHIRE	100212441	3059197292	9393.2
WOMENS HEALTH BROOKSHIRE	100212441	3064413201	9393.2
WOMENS HEALTH BROOKSHIRE	100212441	3069154378	9393.2
PIH HLTH	100215941	0803063786	13.26
PIH HLTH	100215941	0803095906	39.68
PIH HLTH	100215941	0803114622	39.68
PIH HLTH	100215941	3066539010	3662.7
PIH HLTH	100215941	3067445441	21485.16
GOOD SAMARITAN HOSP	100297781	0802965745	17.95
GOOD SAMARITAN HOSP	100297781	0802974528	17.95
PIH HEALTH PHYSICIANS	100315611	3063143284	500
PIH HEALTH PHYSICIANS	100315611	3064980869	6575.24
PIH HEALTH PHYSICIANS	100315611	3064981512	6575.24
PIH HEALTH PHYSICIANS	100315611	3065877791	4696.6
PIH HEALTH PHYSICIANS	100315611	3067102099	300
PIH HEALTH PHYSICIANS	100315611	3069938170	6575.24
PIH HEALTH PHYSICIANS	100315611	3069943922	8453.88
AQUA DIALYSIS LUFKIN	100012935	0603632395	326.27
AQUA DIALYSIS LUFKIN	100209761	0340609782	-1545.09
AQUA DIALYSIS LUFKIN	100209761	0340609783	1863.9
AQUA DIALYSIS LUFKIN	100209761	0340609846	-5150.25
AQUA DIALYSIS LUFKIN	100209761	0340609847	6213
AQUA DIALYSIS LUFKIN	100209761	0340609850	-2060.1
AQUA DIALYSIS LUFKIN	100209761	0340609851	2485.2
AQUA DIALYSIS LUFKIN	100209761	0340609886	-2060.1
AQUA DIALYSIS LUFKIN	100209761	0340609887	2485.2
AQUA DIALYSIS LUFKIN	100209761	0340682257	-5150.25
AQUA DIALYSIS LUFKIN	100209761	0340682258	6213
AQUA DIALYSIS LUFKIN	100209761	0340682271	-3605.19
AQUA DIALYSIS LUFKIN	100209761	0340682272	4349.1
AQUA DIALYSIS LUFKIN	100209761	0340682277	-1030.06
AQUA DIALYSIS LUFKIN	100209761	0340682278	1242.6
AQUA DIALYSIS LUFKIN	100209761	0340688653	-8240.4
AQUA DIALYSIS LUFKIN	100209761	0340688654	9940.8
AQUA DIALYSIS LUFKIN	100209761	0341064746	-1030.06
AQUA DIALYSIS LUFKIN	100209761	0341064747	1635
AQUA DIALYSIS LUFKIN	100209761	0341064937	-2060.1
AQUA DIALYSIS LUFKIN	100209761	0341064938	2485.2
AQUA DIALYSIS LUFKIN	100209761	0341064939	-3090.15
AQUA DIALYSIS LUFKIN	100209761	0341064940	3727.8
AQUA DIALYSIS LUFKIN	100209761	0341064951	-6180.31
AQUA DIALYSIS LUFKIN	100209761	0341064952	7455.6
AQUA DIALYSIS LUFKIN	100209761	0341064979	-5150.25
AQUA DIALYSIS LUFKIN	100209761	0341064980	6213
AQUA DIALYSIS LUFKIN	100209761	0341070402	-3090.16
AQUA DIALYSIS LUFKIN	100209761	0341070403	3727.8
AQUA DIALYSIS LUFKIN	100209761	0341070434	-2060.1
AQUA DIALYSIS LUFKIN	100209761	0341070435	2485.2
AQUA DIALYSIS LUFKIN	100209761	0341155486	-4120.2
AQUA DIALYSIS LUFKIN	100209761	0341155487	6540
AQUA DIALYSIS LUFKIN	100209761	0603750109	22.4
AQUA DIALYSIS LUFKIN	100209761	0677907949	-17467.87
AQUA DIALYSIS LUFKIN	100209761	0678158080	-26019.87
AQUA DIALYSIS LUFKIN	100209761	0802870355	149.34
AQUA DIALYSIS LUFKIN	100209761	0802905497	176.63
AQUA DIALYSIS LUFKIN	100209761	0802930860	242.7
AQUA DIALYSIS LUFKIN	100209761	0802959465	292.61
AQUA DIALYSIS LUFKIN	100209761	0802960607	276.92
AQUA DIALYSIS LUFKIN	100209761	0802991455	308.64
AQUA DIALYSIS LUFKIN	100209761	0802992359	315.73
AQUA DIALYSIS LUFKIN	100209761	0803011608	313.17
AQUA DIALYSIS LUFKIN	100209761	0803018346	304.92
AQUA DIALYSIS LUFKIN	100209761	0803038455	223.72
AQUA DIALYSIS LUFKIN	100209761	0803039357	284.59
AQUA DIALYSIS LUFKIN	100209761	0803063404	171.99
AQUA DIALYSIS LUFKIN	100209761	0803066194	194.86
AQUA DIALYSIS LUFKIN	100209761	0803068558	205.58
AQUA DIALYSIS LUFKIN	100209761	0803088568	200.2
AQUA DIALYSIS LUFKIN	100209761	0803095592	244.34
AQUA DIALYSIS LUFKIN	100209761	0803100092	209.29
AQUA DIALYSIS LUFKIN	100209761	0803103365	209.19
AQUA DIALYSIS LUFKIN	100209761	0803133365	278.73
AQUA DIALYSIS LUFKIN	100209761	0803141349	240.93
AQUA DIALYSIS LUFKIN	100209761	0803155981	203.81
AQUA DIALYSIS LUFKIN	100209761	0803165968	223.67
AQUA DIALYSIS LUFKIN	100209761	3050187416	343.66
AQUA DIALYSIS LUFKIN	100209761	3050187417	10105.71
AQUA DIALYSIS LUFKIN	100209761	3050779642	6820.5
AQUA DIALYSIS LUFKIN	100209761	3050862561	198
AQUA DIALYSIS LUFKIN	100209761	3055906845	4030.32
AQUA DIALYSIS LUFKIN	100209761	3056586405	2078.94
AQUA DIALYSIS LUFKIN	100209761	3056722061	604.94
AQUA DIALYSIS LUFKIN	100209761	3057018100	409.5
AQUA DIALYSIS LUFKIN	100209761	3057838382	83.2
AQUA DIALYSIS LUFKIN	100209761	3057914992	7975.39
AQUA DIALYSIS LUFKIN	100209761	3057970627	525.06
AQUA DIALYSIS LUFKIN	100209761	3058383255	367.8
AQUA DIALYSIS LUFKIN	100209761	3058383952	1920
AQUA DIALYSIS LUFKIN	100209761	3058739847	4536.57
AQUA DIALYSIS LUFKIN	100209761	3058785617	208
AQUA DIALYSIS LUFKIN	100209761	3058790059	28.72
AQUA DIALYSIS LUFKIN	100209761	3059627878	10
AQUA DIALYSIS LUFKIN	100209761	3059627879	9072.86
AQUA DIALYSIS LUFKIN	100209761	3060257931	13520.76
AQUA DIALYSIS LUFKIN	100209761	3061470507	203
AQUA DIALYSIS LUFKIN	100209761	3061470508	2036.11
AQUA DIALYSIS LUFKIN	100209761	3061516710	28.72
AQUA DIALYSIS LUFKIN	100209761	3062112975	5610.4
AQUA DIALYSIS LUFKIN	100209761	3062164621	297
AQUA DIALYSIS LUFKIN	100209761	3062168952	28.73
AQUA DIALYSIS LUFKIN	100209761	3062929130	3200
AQUA DIALYSIS LUFKIN	100209761	3062984758	230
AQUA DIALYSIS LUFKIN	100209761	3064138261	302.01
AQUA DIALYSIS LUFKIN	100209761	3064138262	5713.53
AQUA DIALYSIS LUFKIN	100209761	3064138323	20.84
AQUA DIALYSIS LUFKIN	100209761	3064757674	7672.22
AQUA DIALYSIS LUFKIN	100209761	3064836766	198
AQUA DIALYSIS LUFKIN	100209761	3065465120	640
AQUA DIALYSIS LUFKIN	100209761	3065545629	83.2
AQUA DIALYSIS LUFKIN	100209761	3066274858	5647.8
AQUA DIALYSIS LUFKIN	100209761	3066274859	297
AQUA DIALYSIS LUFKIN	100209761	3066308648	57.46
AQUA DIALYSIS LUFKIN	100209761	3066955522	1920
AQUA DIALYSIS LUFKIN	100209761	3067003802	308.15
AQUA DIALYSIS LUFKIN	100209761	3067878244	85.62
AQUA DIALYSIS LUFKIN	100209761	3067878245	6102.61
AQUA DIALYSIS LUFKIN	100209761	3069011771	230.93
AQUA DIALYSIS LUFKIN	100209761	3069011772	13282.62
AQUA DIALYSIS LUFKIN	100209761	3069063221	7458.36
AQUA DIALYSIS LUFKIN	100209769	0339902018	-90.33
AQUA DIALYSIS LUFKIN	100209769	0339902019	94.85
AQUA DIALYSIS LUFKIN	100209769	0340007463	-64.75
AQUA DIALYSIS LUFKIN	100209769	0340007464	32.5
AQUA DIALYSIS LUFKIN	100209769	0340103855	-11.12
AQUA DIALYSIS LUFKIN	100209769	0340515140	-198
AQUA DIALYSIS LUFKIN	100209769	0340572926	-2060.1
AQUA DIALYSIS LUFKIN	100209769	0340572927	2485.2
AQUA DIALYSIS LUFKIN	100209769	0340572932	-1030.05
AQUA DIALYSIS LUFKIN	100209769	0340572933	1242.6
AQUA DIALYSIS LUFKIN	100209769	0340572938	-1030.05
AQUA DIALYSIS LUFKIN	100209769	0340572939	1242.6
AQUA DIALYSIS LUFKIN	100209769	0340572991	-1030.05
AQUA DIALYSIS LUFKIN	100209769	0340572992	1242.6
AQUA DIALYSIS LUFKIN	100209769	0340573011	-2060.1
AQUA DIALYSIS LUFKIN	100209769	0340573012	2485.2
AQUA DIALYSIS LUFKIN	100209769	0340573054	-1030.05
AQUA DIALYSIS LUFKIN	100209769	0340573055	1242.6
AQUA DIALYSIS LUFKIN	100209769	0340573070	-2060.1
AQUA DIALYSIS LUFKIN	100209769	0340573071	2485.2
AQUA DIALYSIS LUFKIN	100209769	0341341504	-1200.48
AQUA DIALYSIS LUFKIN	100209769	0341341505	872.22
AQUA DIALYSIS LUFKIN	100209769	0341341508	-1200.48
AQUA DIALYSIS LUFKIN	100209769	0341341509	872.22
AQUA DIALYSIS LUFKIN	100209769	0341341520	-1200.48
AQUA DIALYSIS LUFKIN	100209769	0341341521	872.22
AQUA DIALYSIS LUFKIN	100209769	0341341607	-1200.48
AQUA DIALYSIS LUFKIN	100209769	0341341608	872.22
AQUA DIALYSIS LUFKIN	100209769	0677806667	201.71
AQUA DIALYSIS LUFKIN	100209769	0677844944	-5039.11
AQUA DIALYSIS LUFKIN	100209769	0678158077	-2221.73
AQUA DIALYSIS LUFKIN	100209769	0802836814	24.02
AQUA DIALYSIS LUFKIN	100209769	0802853350	5.56
AQUA DIALYSIS LUFKIN	100209769	0802870356	23.56
AQUA DIALYSIS LUFKIN	100209769	0802884432	28.03
AQUA DIALYSIS LUFKIN	100209769	0802905498	36
AQUA DIALYSIS LUFKIN	100209769	0802917386	44.26
AQUA DIALYSIS LUFKIN	100209769	0802928074	27.9
AQUA DIALYSIS LUFKIN	100209769	0802930861	30.21
AQUA DIALYSIS LUFKIN	100209769	0802991457	54.64
AQUA DIALYSIS LUFKIN	100209769	0803011609	38.93
AQUA DIALYSIS LUFKIN	100209769	0803018347	41.59
AQUA DIALYSIS LUFKIN	100209769	0803038456	72.26
AQUA DIALYSIS LUFKIN	100209769	0803039358	51.2
AQUA DIALYSIS LUFKIN	100209769	0803063405	40.61
AQUA DIALYSIS LUFKIN	100209769	0803066195	43.27
AQUA DIALYSIS LUFKIN	100209769	0803068559	40.61
AQUA DIALYSIS LUFKIN	100209769	0803088569	42.96
AQUA DIALYSIS LUFKIN	100209769	0803095594	67.65
AQUA DIALYSIS LUFKIN	100209769	0803100095	57.08
AQUA DIALYSIS LUFKIN	100209769	0803103366	58.17
AQUA DIALYSIS LUFKIN	100209769	0803133367	69.52
AQUA DIALYSIS LUFKIN	100209769	0803141350	69.72
AQUA DIALYSIS LUFKIN	100209769	0803155982	63.1
AQUA DIALYSIS LUFKIN	100209769	0803165969	63.53
AQUA DIALYSIS LUFKIN	100209769	1600138182	-24.96
AQUA DIALYSIS LUFKIN	100209769	1600138185	-112
AQUA DIALYSIS LUFKIN	100209769	3051313582	2041.9
AQUA DIALYSIS LUFKIN	100209769	3051983394	2950.05
AQUA DIALYSIS LUFKIN	100209769	3052049003	41.6
AQUA DIALYSIS LUFKIN	100209769	3052975312	446
AQUA DIALYSIS LUFKIN	100209769	3052975313	816.75
AQUA DIALYSIS LUFKIN	100209769	3053309179	90.33
AQUA DIALYSIS LUFKIN	100209769	3053996373	4333.6
AQUA DIALYSIS LUFKIN	100209769	3054623831	1456.75
AQUA DIALYSIS LUFKIN	100209769	3055411170	1840.48
AQUA DIALYSIS LUFKIN	100209769	3056378804	640
AQUA DIALYSIS LUFKIN	100209769	3056426909	198
AQUA DIALYSIS LUFKIN	100209769	3060639325	640
AQUA DIALYSIS LUFKIN	100209769	3060639326	41.6
AQUA DIALYSIS LUFKIN	100209769	3062055881	1926.91
AQUA DIALYSIS LUFKIN	100209769	3062055882	87
AQUA DIALYSIS LUFKIN	100209769	3062055883	198
AQUA DIALYSIS LUFKIN	100209769	3062083885	1879.51
AQUA DIALYSIS LUFKIN	100209769	3063449631	2480.48
AQUA DIALYSIS LUFKIN	100209769	3063449632	87
AQUA DIALYSIS LUFKIN	100209769	3063449633	437.6
AQUA DIALYSIS LUFKIN	100209769	3064552490	2096.76
AQUA DIALYSIS LUFKIN	100209769	3064552491	174
AQUA DIALYSIS LUFKIN	100209769	3066685897	5.01
AQUA DIALYSIS LUFKIN	100209769	3066685898	436.11
AQUA DIALYSIS LUFKIN	100209769	3067577250	200.95
AQUA DIALYSIS LUFKIN	100209769	3067577251	3731.41
AQUA DIALYSIS LUFKIN	100209769	3068245556	41.6
AQUA DIALYSIS LUFKIN	100209769	3068304361	200.95
AQUA DIALYSIS LUFKIN	100209769	3068304362	2451.41
AQUA DIALYSIS LUFKIN	100209769	3068310296	1879.51
AQUA DIALYSIS LUFKIN	100209769	3069063226	3442.32
AQUA DIALYSIS LUFKIN	100209769	3069285702	28.3
AQUA DIALYSIS LUFKIN	100209769	3069295055	740.48
AQUA DIALYSIS LUFKIN	100209769	3069295056	408.38
AQUA DIALYSIS LUFKIN	100209769	3069338260	1879.51
AQUA DIALYSIS LUFKIN	100209769	3069443282	28.3
AQUA DIALYSIS LUFKIN	100209769	3069875898	96
SAINT LUKES PRIMARY CR SHOAL CREEK	100211295	0802930957	19.75
SAINT LUKES PRIMARY CR SHOAL CREEK	100211295	0802961488	16.93
SAINT LUKES PRIMARY CR SHOAL CREEK	100211295	0803103439	16.21
SAINT LUKES PRIMARY CR SHOAL CREEK	100211295	3068315145	1998.56
MANHATTAN SPECIALTY CARE	100217179	0802870752	7.52
MANHATTAN SPECIALTY CARE	100217179	0802906031	6.58
MANHATTAN SPECIALTY CARE	100217179	0802934079	6.58
MANHATTAN SPECIALTY CARE	100217179	0802960046	6.58
MANHATTAN SPECIALTY CARE	100217179	0802961084	6.58
